Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Utilization_Ratio,Total_Trans_Amt,Total_Trans_Ct,avg_spend,Education_Level,Card_Category
41.0,1,3.0,34516.0,2408,0.07,1187.0,40.0,29.675,Uneducated,Blue
37.0,6,1.0,34516.0,1580,0.046,4149.0,86.0,48.24418604651163,Post-Graduate,Gold
55.0,6,1.0,6479.0,1393,0.215,1618.0,47.0,34.42553191489362,Uneducated,Blue
31.0,5,3.0,2800.0,2517,0.899,1994.0,41.0,48.63414634146341,College,Blue
32.0,3,1.0,7709.0,2227,0.289,2520.0,61.0,41.31147540983606,Graduate,Blue
36.0,4,3.0,3877.0,1495,0.386,1942.0,42.0,46.23809523809524,College,Blue
36.0,4,2.0,6182.0,1131,0.183,3546.0,63.0,56.285714285714285,Graduate,Blue
19.0,3,3.0,2186.0,1185,0.542,2614.0,67.0,39.014925373134325,Uneducated,Blue
43.0,6,2.0,2306.0,2200,0.9132300000000001,2097.0,57.0,36.78947368421053,High School,Blue
30.0,4,3.0,26556.0,1583,0.06,3168.0,73.0,43.397260273972606,High School,Silver
15.0,6,1.0,7571.0,2264,0.299,2273.0,49.0,46.38775510204081,Post-Graduate,Blue
26.0,3,2.0,3131.0,2379,0.76,2315.0,63.0,36.74603174603175,Uneducated,Blue
27.0,3,3.0,4274.0,2517,0.589,2257.0,54.0,41.7962962962963,College,Blue
36.0,4,5.0,4980.0,906,0.182,2273.0,66.0,34.43939393939394,Doctorate,Blue
48.0,3,3.0,3156.0,2155,0.683,1376.0,44.0,31.272727272727273,Post-Graduate,Blue
39.0,5,1.0,6861.0,2101,0.306,3974.0,63.0,63.07936507936508,Graduate,Blue
43.0,5,1.0,5188.0,753,0.145,1540.0,30.0,51.333333333333336,Uneducated,Blue
36.0,3,2.0,6543.0,2260,0.345,1519.0,31.0,49.0,High School,Blue
22.0,3,3.0,6476.0,0,0.0,2723.0,66.0,41.25757575757576,Graduate,Blue
36.0,3,3.0,2791.0,2160,0.774,2214.0,56.0,39.535714285714285,Unknown,Blue
43.0,6,1.0,6704.0,1354,0.202,1331.0,30.0,44.36666666666667,Uneducated,Blue
49.0,5,4.0,5905.0,726,0.123,3982.0,65.0,61.261538461538464,Doctorate,Blue
25.0,5,3.0,5240.0,1451,0.277,2172.0,38.0,57.1578947368421,Graduate,Blue
40.0,6,2.0,4182.0,741,0.177,1297.0,24.0,54.041666666666664,High School,Blue
36.0,3,2.0,1575.0,592,0.376,882.09,19.0,46.42578947368421,Graduate,Blue
48.0,3,2.0,20803.0,1446,0.07,2073.0,43.0,48.2093023255814,Unknown,Blue
40.0,4,3.0,2419.0,2380,0.9132300000000001,4099.0,73.0,56.15068493150685,Uneducated,Blue
24.0,6,3.0,5156.0,1427,0.277,2057.0,54.0,38.092592592592595,High School,Blue
44.0,2,1.0,3032.0,0,0.0,1037.0,19.0,54.578947368421055,High School,Blue
36.0,2,3.0,1438.3,312,0.217,1786.0,26.0,68.6923076923077,Graduate,Blue
43.0,5,2.0,8203.0,654,0.08,2910.0,63.0,46.19047619047619,Graduate,Blue
27.0,6,2.0,13655.0,1048,0.077,2383.0,59.0,40.389830508474574,Graduate,Blue
18.0,6,2.0,2598.0,1645,0.633,2483.0,59.0,42.08474576271186,Doctorate,Blue
17.0,6,3.0,3176.0,0,0.0,2298.0,67.0,34.298507462686565,Graduate,Blue
30.0,4,1.0,13919.0,1266,0.091,3699.0,67.0,55.208955223880594,Graduate,Blue
36.0,6,2.0,4204.0,499,0.119,4740.0,67.0,70.74626865671642,Uneducated,Blue
36.0,3,2.0,6859.0,2489,0.363,1617.0,26.0,62.19230769230769,Uneducated,Blue
52.0,6,2.0,10974.0,0,0.0,1327.0,26.0,51.03846153846154,Uneducated,Blue
36.0,1,3.0,8925.0,168,0.019,882.09,19.0,46.42578947368421,Unknown,Blue
51.0,6,2.0,17198.0,0,0.0,4042.0,62.0,65.19354838709677,Graduate,Blue
41.0,6,3.0,3401.0,1713,0.504,1924.0,54.0,35.629629629629626,High School,Blue
52.0,4,1.0,1454.0,888,0.611,3060.0,56.0,54.642857142857146,Unknown,Blue
18.0,6,2.0,5110.0,1942,0.38,3028.0,76.0,39.8421052631579,Graduate,Blue
35.0,3,5.0,5438.0,2214,0.407,5029.0,75.0,67.05333333333333,Graduate,Blue
39.0,3,3.0,18352.0,1509,0.082,1454.0,29.0,50.13793103448276,College,Blue
38.0,3,2.0,34516.0,802,0.023,1823.0,27.0,67.51851851851852,Unknown,Silver
21.0,4,3.0,1585.0,1535,0.9132300000000001,2299.0,49.0,46.91836734693877,Graduate,Blue
42.0,5,3.0,3251.0,1919,0.59,1406.0,31.0,45.354838709677416,High School,Blue
36.0,6,1.0,34516.0,1847,0.054,3284.0,65.0,50.52307692307692,Unknown,Silver
28.0,4,1.0,16443.0,1363,0.083,4252.0,64.0,66.4375,Graduate,Blue
36.0,5,1.0,4840.0,2517,0.52,1637.0,22.0,74.4090909090909,Graduate,Blue
53.0,5,1.0,2182.0,1558,0.714,1660.0,34.0,48.8235294117647,Uneducated,Blue
42.0,3,1.0,33996.0,949,0.028,3569.0,77.0,46.35064935064935,Graduate,Blue
35.0,3,2.0,1872.0,1167,0.623,2238.0,45.0,49.733333333333334,Graduate,Blue
37.0,5,1.0,10991.0,1328,0.121,3692.0,60.0,61.53333333333333,College,Blue
46.0,6,1.0,3939.0,2517,0.639,1489.0,34.0,43.794117647058826,Uneducated,Blue
32.0,3,3.0,34010.0,1340,0.039,1739.0,39.0,44.58974358974359,Uneducated,Blue
36.0,3,3.0,24904.0,0,0.0,5176.0,71.0,72.90140845070422,Post-Graduate,Blue
55.0,6,3.0,2621.0,1858,0.709,2148.0,47.0,45.702127659574465,High School,Blue
39.0,6,2.0,13241.0,0,0.0,3157.0,76.0,41.53947368421053,Unknown,Blue
45.0,5,3.0,2151.0,1163,0.541,2513.0,62.0,40.53225806451613,Uneducated,Blue
44.0,4,1.0,7181.0,2517,0.351,1636.0,39.0,41.94871794871795,Unknown,Blue
30.0,5,1.0,7554.0,1848,0.245,4150.0,64.0,64.84375,Graduate,Blue
24.0,5,3.0,2606.0,1818,0.698,1999.0,50.0,39.98,College,Blue
47.0,3,3.0,27347.0,719,0.026,4040.0,77.0,52.467532467532465,College,Blue
17.0,3,2.0,4868.0,1090,0.224,2907.0,69.0,42.130434782608695,Graduate,Blue
26.0,6,1.0,2239.0,1338,0.598,2466.0,60.0,41.1,High School,Blue
24.0,5,2.0,23032.0,840,0.036,2787.0,73.0,38.178082191780824,College,Blue
35.0,4,1.0,3065.0,0,0.0,3524.0,69.0,51.072463768115945,Graduate,Blue
55.0,4,3.0,7118.0,813,0.114,3964.0,66.0,60.06060606060606,Graduate,Blue
37.0,6,2.0,2403.0,0,0.0,3393.0,64.0,53.015625,Graduate,Blue
43.0,6,1.0,2999.0,1958,0.653,2073.0,48.0,43.1875,Unknown,Blue
28.0,5,1.0,2226.0,1607,0.722,2660.0,62.0,42.903225806451616,High School,Blue
31.0,5,3.0,3351.0,1847,0.551,1910.0,43.0,44.41860465116279,Graduate,Blue
35.0,6,3.0,13650.0,1253,0.092,1703.0,53.0,32.132075471698116,Unknown,Blue
45.0,3,2.0,5920.0,1589,0.268,1408.0,28.0,50.285714285714285,High School,Blue
37.0,5,1.0,9453.0,2188,0.231,1688.0,45.0,37.51111111111111,High School,Blue
40.0,4,2.0,7949.0,1514,0.19,3355.0,58.0,57.8448275862069,Graduate,Blue
36.0,3,1.0,1438.3,0,0.0,1904.0,47.0,40.51063829787234,Doctorate,Blue
51.0,6,3.0,26566.0,2517,0.095,3103.0,65.0,47.738461538461536,Uneducated,Blue
41.0,5,2.0,7457.0,0,0.0,3162.0,64.0,49.40625,Graduate,Blue
40.0,4,2.0,2383.0,1938,0.813,1616.0,37.0,43.67567567567568,Unknown,Blue
28.0,3,2.0,3701.0,969,0.262,3222.0,86.0,37.46511627906977,Graduate,Blue
18.0,3,1.0,4199.0,1903,0.453,3016.0,67.0,45.014925373134325,Graduate,Blue
22.0,3,3.0,5454.0,1108,0.203,2674.0,67.0,39.91044776119403,Post-Graduate,Blue
28.0,3,1.0,18570.0,1524,0.082,3999.0,96.0,41.65625,High School,Blue
33.0,5,2.0,25907.0,745,0.029,2058.0,56.0,36.75,Uneducated,Silver
36.0,6,3.0,2107.0,1351,0.641,1320.0,35.0,37.714285714285715,Graduate,Blue
36.0,3,3.0,27175.0,775,0.029,3814.0,72.0,52.97222222222222,College,Blue
27.0,3,3.0,34516.0,1629,0.047,3448.0,53.0,65.05660377358491,Unknown,Blue
32.0,4,2.0,26222.0,1073,0.041,1988.0,30.0,66.26666666666667,Doctorate,Blue
49.0,5,1.0,3377.0,1720,0.509,1621.0,32.0,50.65625,Graduate,Blue
43.0,6,3.0,5882.0,2335,0.397,1380.0,30.0,46.0,Graduate,Blue
41.0,6,1.0,5833.0,1747,0.3,3732.0,75.0,49.76,Graduate,Blue
35.0,6,3.0,4505.0,1562,0.347,3968.0,68.0,58.35294117647059,Uneducated,Blue
48.0,6,3.0,7667.0,1193,0.156,3915.0,76.0,51.51315789473684,Uneducated,Blue
36.0,5,3.0,5257.0,1572,0.299,2822.0,73.0,38.657534246575345,High School,Blue
46.0,6,2.0,8037.0,2276,0.283,3271.0,71.0,46.070422535211264,Uneducated,Blue
26.0,4,3.0,2002.0,1377,0.688,2411.0,60.0,40.18333333333333,Uneducated,Blue
15.0,2,3.0,2010.0,1070,0.532,3625.0,85.0,42.64705882352941,College,Blue
40.0,2,5.0,2381.0,651,0.273,1920.0,46.0,41.73913043478261,High School,Blue
19.0,3,2.0,1438.3,0,0.0,3786.0,67.0,56.507462686567166,High School,Blue
37.0,3,3.0,22127.0,1799,0.081,3591.0,63.0,57.0,Post-Graduate,Blue
36.0,5,2.0,5076.0,1223,0.241,2675.0,57.0,46.92982456140351,Post-Graduate,Blue
38.0,3,2.0,32658.0,1482,0.045,2023.0,37.0,54.67567567567568,Doctorate,Silver
36.0,6,1.0,28634.0,926,0.032,4549.0,68.0,66.8970588235294,Uneducated,Blue
30.0,6,3.0,19300.0,1181,0.061,2660.0,70.0,38.0,Doctorate,Blue
25.0,6,3.0,21434.0,1345,0.063,2143.0,46.0,46.58695652173913,Uneducated,Blue
30.0,3,2.0,8696.0,1482,0.17,2847.0,67.0,42.492537313432834,College,Blue
31.0,5,2.0,18974.0,2517,0.133,2783.0,56.0,49.69642857142857,Post-Graduate,Blue
36.0,4,3.0,15202.0,1779,0.117,3143.0,60.0,52.38333333333333,Unknown,Blue
20.0,6,3.0,2590.0,1748,0.675,2804.0,52.0,53.92307692307692,Unknown,Blue
21.0,6,3.0,6131.0,1270,0.207,2825.0,93.0,30.376344086021504,Unknown,Blue
54.0,4,2.0,1927.0,1319,0.684,4199.0,77.0,54.532467532467535,Unknown,Blue
48.0,6,2.0,1438.3,0,0.0,1336.0,32.0,41.75,Graduate,Blue
32.0,3,2.0,6637.0,0,0.0,1801.0,48.0,37.520833333333336,College,Blue
36.0,4,2.0,4396.0,1489,0.339,3942.0,69.0,57.130434782608695,Uneducated,Blue
48.0,6,2.0,34516.0,0,0.0,1661.0,40.0,41.525,Graduate,Blue
15.0,5,3.0,2166.0,890,0.411,3563.0,70.0,50.9,College,Blue
18.0,6,3.0,16604.0,1716,0.103,2580.0,61.0,42.295081967213115,Uneducated,Blue
53.0,6,2.0,5446.0,1885,0.346,1505.0,33.0,45.60606060606061,High School,Blue
30.0,3,1.0,2888.0,1676,0.58,3798.0,58.0,65.48275862068965,Unknown,Blue
34.0,4,2.0,9451.0,1280,0.135,3179.0,79.0,40.24050632911393,Graduate,Blue
43.0,3,4.0,13933.0,1019,0.073,3504.0,62.0,56.516129032258064,Unknown,Blue
25.0,3,2.0,2282.0,0,0.0,2751.0,68.0,40.455882352941174,High School,Blue
31.0,4,3.0,5702.0,0,0.0,3928.0,75.0,52.373333333333335,Unknown,Blue
41.0,5,3.0,7570.0,1388,0.183,3849.0,70.0,54.98571428571429,Graduate,Blue
38.0,4,2.0,12878.0,1628,0.126,1968.0,59.0,33.355932203389834,Doctorate,Blue
48.0,5,2.0,26218.0,0,0.0,3925.0,88.0,44.60227272727273,High School,Silver
23.0,6,3.0,2804.0,2090,0.745,2812.0,77.0,36.51948051948052,High School,Blue
23.0,6,3.0,3107.0,2354,0.758,2720.0,48.0,56.666666666666664,Post-Graduate,Blue
26.0,4,1.0,1438.3,0,0.0,2557.0,55.0,46.49090909090909,Graduate,Blue
36.0,4,3.0,4465.0,703,0.157,4044.0,66.0,61.27272727272727,High School,Blue
55.0,6,2.0,3264.0,1348,0.413,1665.0,32.0,52.03125,Graduate,Blue
34.0,4,3.0,26856.0,0,0.0,4222.0,75.0,56.29333333333334,Graduate,Blue
32.0,4,5.0,21756.0,0,0.0,3063.0,71.0,43.140845070422536,Uneducated,Blue
26.0,4,1.0,4726.0,1551,0.328,3658.0,70.0,52.25714285714286,Uneducated,Blue
32.0,2,3.0,34516.0,2517,0.073,1727.0,35.0,49.34285714285714,Unknown,Gold
27.0,5,2.0,15326.0,0,0.0,2990.0,55.0,54.36363636363637,Post-Graduate,Blue
38.0,3,1.0,11373.0,1319,0.116,1976.0,35.0,56.457142857142856,Unknown,Blue
54.0,3,1.0,2644.0,1691,0.64,3495.0,70.0,49.92857142857143,Uneducated,Blue
34.0,3,3.0,19110.0,2449,0.128,4478.0,76.0,58.921052631578945,Unknown,Blue
36.0,4,1.0,21416.0,0,0.0,4221.0,75.0,56.28,High School,Blue
38.0,3,3.0,14265.0,1878,0.132,3982.0,58.0,68.65517241379311,Post-Graduate,Blue
38.0,4,1.0,7469.0,1899,0.254,3150.0,70.0,45.0,High School,Blue
32.0,6,3.0,4341.0,0,0.0,3825.0,63.0,60.714285714285715,Graduate,Blue
36.0,6,2.0,34516.0,0,0.0,4077.0,67.0,60.850746268656714,Uneducated,Gold
17.0,4,3.0,13431.0,1583,0.118,2338.0,71.0,32.929577464788736,College,Silver
34.0,5,2.0,16284.0,0,0.0,3018.0,75.0,40.24,Unknown,Blue
55.0,4,2.0,3226.0,2073,0.643,3250.0,70.0,46.42857142857143,Uneducated,Blue
53.0,5,5.0,2192.0,1569,0.716,4010.0,79.0,50.75949367088607,Uneducated,Blue
30.0,4,2.0,6391.0,0,0.0,2323.0,44.0,52.79545454545455,Graduate,Blue
38.0,5,2.0,16920.0,2157,0.127,3275.0,60.0,54.583333333333336,Graduate,Blue
17.0,4,1.0,4704.0,0,0.0,3294.0,87.0,37.86206896551724,Graduate,Blue
42.0,3,3.0,9227.0,938,0.102,3948.0,74.0,53.351351351351354,Graduate,Blue
21.0,5,2.0,1677.0,0,0.0,3059.0,50.0,61.18,College,Blue
39.0,3,3.0,2046.0,0,0.0,3446.0,71.0,48.53521126760563,Unknown,Blue
42.0,6,3.0,18531.0,1548,0.084,2484.0,52.0,47.76923076923077,High School,Blue
28.0,3,3.0,4683.0,2514,0.537,2010.0,45.0,44.666666666666664,Uneducated,Blue
22.0,6,1.0,10253.0,1857,0.181,3042.0,66.0,46.09090909090909,High School,Blue
36.0,6,1.0,21084.0,2517,0.119,2309.0,71.0,32.521126760563384,Graduate,Blue
26.0,3,2.0,23447.0,1515,0.065,2834.0,77.0,36.8051948051948,College,Blue
39.0,3,3.0,4930.0,2227,0.452,4224.0,77.0,54.857142857142854,Graduate,Blue
33.0,5,2.0,12685.0,0,0.0,4454.0,74.0,60.189189189189186,Uneducated,Silver
54.0,4,1.0,2759.0,2501,0.906,1650.0,34.0,48.529411764705884,Unknown,Blue
36.0,3,3.0,2976.0,1817,0.611,3332.0,60.0,55.53333333333333,Graduate,Blue
36.0,3,1.0,8184.0,1508,0.184,4134.0,71.0,58.225352112676056,College,Blue
37.0,6,1.0,2695.0,1657,0.615,4068.0,53.0,76.75471698113208,Unknown,Blue
32.0,4,2.0,20860.0,1496,0.072,3435.0,56.0,61.339285714285715,College,Blue
30.0,6,3.0,1892.0,1049,0.554,4558.0,60.0,75.96666666666667,Unknown,Blue
37.0,3,1.0,24580.0,2517,0.102,3069.0,62.0,49.5,Unknown,Blue
33.0,5,1.0,21165.0,735,0.035,3343.0,60.0,55.71666666666667,Unknown,Blue
33.0,3,2.0,9148.0,561,0.061,3451.0,59.0,58.49152542372882,Uneducated,Blue
15.0,4,1.0,10332.0,948,0.092,2914.0,67.0,43.492537313432834,High School,Silver
34.0,6,3.0,12050.0,1821,0.151,2381.0,40.0,59.525,College,Blue
40.0,4,3.0,2783.0,2379,0.855,3897.0,74.0,52.66216216216216,College,Blue
39.0,4,3.0,12222.0,1260,0.103,3418.0,78.0,43.82051282051282,Graduate,Silver
36.0,3,2.0,10227.0,1695,0.166,3577.0,82.0,43.6219512195122,High School,Blue
34.0,4,1.0,2243.0,0,0.0,4023.0,63.0,63.857142857142854,Doctorate,Blue
33.0,3,1.0,3558.0,0,0.0,4136.0,65.0,63.63076923076923,College,Blue
25.0,3,3.0,18293.0,0,0.0,2958.0,63.0,46.95238095238095,Graduate,Blue
36.0,4,2.0,2999.0,0,0.0,3018.0,80.0,37.725,High School,Blue
32.0,3,1.0,7154.0,1472,0.206,3607.0,59.0,61.13559322033898,Graduate,Blue
54.0,3,1.0,5577.0,689,0.124,4256.0,70.0,60.8,Graduate,Blue
45.0,3,2.0,14699.0,1049,0.071,4890.0,64.0,76.40625,High School,Blue
30.0,3,2.0,19711.0,0,0.0,3602.0,72.0,50.02777777777778,Graduate,Blue
36.0,5,1.0,34516.0,1316,0.038,3542.0,60.0,59.03333333333333,Graduate,Silver
36.0,3,1.0,2454.0,2060,0.839,3777.0,75.0,50.36,Unknown,Blue
40.0,4,2.0,4255.0,1681,0.395,3453.0,72.0,47.958333333333336,High School,Blue
24.0,4,2.0,3271.0,1367,0.418,2464.0,92.0,26.782608695652176,Uneducated,Blue
29.0,4,2.0,6733.0,1028,0.153,4444.0,72.0,61.72222222222222,Graduate,Blue
36.0,5,2.0,8667.0,1775,0.205,3939.0,69.0,57.08695652173913,Doctorate,Blue
36.0,4,1.0,1902.0,0,0.0,3731.0,53.0,70.39622641509433,Uneducated,Blue
42.0,3,4.0,17161.0,0,0.0,1898.0,42.0,45.19047619047619,Unknown,Silver
20.0,6,3.0,12793.0,1650,0.129,2671.0,67.0,39.865671641791046,Uneducated,Silver
42.0,4,2.0,4834.0,0,0.0,1876.0,35.0,53.6,Unknown,Blue
36.0,1,4.0,5662.0,1484,0.262,1693.0,25.0,67.72,Graduate,Blue
26.0,3,2.0,2576.0,1754,0.681,2880.0,69.0,41.73913043478261,High School,Blue
35.0,4,2.0,33755.0,2301,0.068,3458.0,71.0,48.70422535211268,College,Blue
32.0,6,3.0,7260.0,713,0.098,4253.0,73.0,58.26027397260274,Unknown,Blue
30.0,6,1.0,12952.0,1864,0.144,3472.0,51.0,68.07843137254902,Graduate,Silver
33.0,5,4.0,11741.0,1560,0.133,2143.0,41.0,52.26829268292683,Graduate,Blue
37.0,4,3.0,11167.0,0,0.0,3848.0,74.0,52.0,College,Blue
36.0,3,2.0,22906.0,1132,0.049,3204.0,64.0,50.0625,Graduate,Blue
29.0,6,2.0,30702.0,673,0.022,2652.0,64.0,41.4375,Graduate,Silver
36.0,3,2.0,19430.0,0,0.0,3650.0,80.0,45.625,Graduate,Blue
36.0,3,1.0,2708.0,2517,0.9132300000000001,2198.0,41.0,53.609756097560975,Unknown,Blue
51.0,3,3.0,23566.0,1147,0.049,4274.0,64.0,66.78125,Graduate,Blue
35.0,4,3.0,2532.0,2124,0.839,3400.0,76.0,44.73684210526316,High School,Blue
49.0,6,5.0,4072.0,0,0.0,1966.0,43.0,45.72093023255814,College,Blue
48.0,3,3.0,34516.0,278,0.008,3029.0,49.0,61.816326530612244,Unknown,Blue
45.0,6,3.0,21358.0,1225,0.057,3646.0,77.0,47.35064935064935,Graduate,Silver
55.0,3,1.0,2586.0,0,0.0,3435.0,65.0,52.84615384615385,Graduate,Blue
21.0,5,3.0,3281.0,1272,0.388,2006.0,34.0,59.0,Graduate,Blue
42.0,6,1.0,7115.0,2000,0.281,3584.0,57.0,62.87719298245614,High School,Blue
36.0,5,3.0,13220.0,848,0.064,3789.0,72.0,52.625,Uneducated,Blue
34.0,2,3.0,9080.0,2174,0.239,2098.0,46.0,45.608695652173914,Graduate,Blue
45.0,5,3.0,7563.0,1465,0.194,4175.0,67.0,62.3134328358209,High School,Blue
39.0,3,3.0,14973.0,0,0.0,4288.0,72.0,59.55555555555556,High School,Blue
39.0,3,2.0,24248.0,1020,0.042,3311.0,84.0,39.416666666666664,College,Blue
42.0,3,5.0,6805.0,1448,0.213,3463.0,65.0,53.276923076923076,Unknown,Blue
48.0,6,1.0,9517.0,1869,0.196,1453.0,26.0,55.88461538461539,Unknown,Blue
36.0,3,2.0,5317.0,0,0.0,2003.0,29.0,69.06896551724138,Unknown,Blue
31.0,5,3.0,3002.0,1002,0.334,2624.0,46.0,57.04347826086956,Uneducated,Blue
36.0,4,1.0,6362.0,1705,0.268,5169.0,84.0,61.535714285714285,Graduate,Blue
36.0,5,3.0,1721.0,1037,0.603,2681.0,57.0,47.03508771929825,Uneducated,Blue
33.0,4,1.0,3498.0,0,0.0,2512.0,56.0,44.857142857142854,Graduate,Blue
23.0,6,3.0,20230.0,798,0.039,4314.0,82.0,52.609756097560975,Uneducated,Blue
36.0,5,3.0,9132.0,800,0.088,3809.0,71.0,53.647887323943664,Unknown,Blue
33.0,4,2.0,8054.0,1023,0.127,3374.0,45.0,74.97777777777777,High School,Blue
18.0,3,3.0,12463.0,1319,0.106,3996.0,71.0,56.28169014084507,Unknown,Blue
39.0,3,2.0,1629.0,978,0.6,3766.0,83.0,45.373493975903614,Unknown,Blue
55.0,3,2.0,7216.0,2321,0.322,1734.0,38.0,45.63157894736842,High School,Blue
43.0,1,3.0,13720.0,0,0.0,1830.0,36.0,50.833333333333336,Uneducated,Blue
36.0,4,5.0,2952.0,2517,0.853,3830.0,77.0,49.74025974025974,Graduate,Blue
30.0,6,2.0,2016.0,797,0.395,3772.0,62.0,60.83870967741935,Graduate,Blue
44.0,5,3.0,1737.0,813,0.468,3669.0,58.0,63.258620689655174,Doctorate,Blue
41.0,2,3.0,7277.0,504,0.069,2356.0,40.0,58.9,Doctorate,Blue
28.0,5,2.0,3490.0,1421,0.407,3392.0,80.0,42.4,College,Blue
36.0,3,1.0,2736.0,2043,0.747,4550.0,84.0,54.166666666666664,Post-Graduate,Blue
35.0,5,2.0,5195.0,0,0.0,3313.0,69.0,48.01449275362319,Unknown,Blue
35.0,6,3.0,6327.0,0,0.0,3653.0,77.0,47.44155844155844,Graduate,Blue
55.0,6,1.0,34516.0,2517,0.073,3975.0,63.0,63.095238095238095,Unknown,Blue
36.0,3,1.0,2796.0,0,0.0,4820.0,74.0,65.13513513513513,Graduate,Blue
31.0,4,2.0,12386.0,980,0.079,3274.0,69.0,47.44927536231884,Graduate,Blue
35.0,3,3.0,11851.0,0,0.0,4498.0,73.0,61.61643835616438,High School,Blue
31.0,3,3.0,11558.0,0,0.0,2220.0,53.0,41.886792452830186,Doctorate,Blue
36.0,3,3.0,1438.3,0,0.0,1598.0,40.0,39.95,Doctorate,Blue
36.0,2,3.0,3675.0,2517,0.685,1913.0,35.0,54.65714285714286,Uneducated,Blue
26.0,6,1.0,32866.0,2098,0.064,3788.0,76.0,49.8421052631579,Unknown,Blue
35.0,5,2.0,1438.3,0,0.0,3966.0,57.0,69.57894736842105,Uneducated,Blue
36.0,5,2.0,12856.0,0,0.0,3364.0,61.0,55.14754098360656,Graduate,Blue
36.0,6,3.0,7587.0,0,0.0,3157.0,59.0,53.50847457627118,Unknown,Blue
36.0,6,1.0,21378.0,1284,0.06,3526.0,64.0,55.09375,Graduate,Blue
29.0,3,1.0,5387.0,795,0.148,2596.0,59.0,44.0,Unknown,Blue
34.0,5,1.0,11191.0,0,0.0,3914.0,71.0,55.12676056338028,Uneducated,Blue
36.0,3,2.0,4182.0,0,0.0,4046.0,57.0,70.98245614035088,Uneducated,Blue
23.0,5,2.0,5403.0,1854,0.343,4382.0,74.0,59.21621621621622,Graduate,Blue
38.0,1,2.0,4915.0,464,0.094,1474.0,36.0,40.94444444444444,High School,Blue
33.0,4,3.0,13349.0,0,0.0,3534.0,78.0,45.30769230769231,High School,Blue
33.0,3,5.0,31458.0,1202,0.038,4202.0,66.0,63.666666666666664,Graduate,Blue
40.0,4,2.0,2498.0,2258,0.904,1839.0,29.0,63.41379310344828,High School,Blue
36.0,2,2.0,9569.0,0,0.0,1724.0,35.0,49.25714285714286,Graduate,Blue
28.0,6,2.0,3654.0,1172,0.321,4003.0,67.0,59.74626865671642,Graduate,Blue
36.0,4,3.0,34516.0,1893,0.055,3639.0,76.0,47.88157894736842,Graduate,Silver
29.0,5,3.0,13126.0,0,0.0,4496.0,61.0,73.70491803278688,Uneducated,Blue
36.0,6,1.0,2466.0,0,0.0,4059.0,66.0,61.5,Graduate,Blue
30.0,4,1.0,13602.0,0,0.0,3582.0,69.0,51.91304347826087,Doctorate,Blue
32.0,4,2.0,2485.0,1489,0.599,3697.0,77.0,48.01298701298701,High School,Blue
36.0,6,1.0,1438.3,0,0.0,3880.0,74.0,52.432432432432435,College,Blue
36.0,3,2.0,22956.0,1407,0.061,5554.0,64.0,86.78125,Unknown,Blue
37.0,5,2.0,3943.0,1135,0.288,4180.0,82.0,50.97560975609756,Unknown,Blue
43.0,3,2.0,5569.0,968,0.174,2600.0,60.0,43.333333333333336,Post-Graduate,Blue
32.0,4,1.0,7966.0,1423,0.179,3780.0,75.0,50.4,High School,Blue
36.0,4,3.0,2074.0,1688,0.814,4232.0,75.0,56.42666666666667,High School,Blue
44.0,4,2.0,4988.0,0,0.0,3890.0,74.0,52.567567567567565,Uneducated,Blue
36.0,6,3.0,24149.0,1848,0.077,2584.0,66.0,39.15151515151515,Graduate,Blue
36.0,1,3.0,24657.0,633,0.026,1954.0,46.0,42.47826086956522,Graduate,Blue
41.0,3,2.0,9352.0,1429,0.153,3536.0,71.0,49.80281690140845,Graduate,Blue
36.0,3,3.0,4939.0,1296,0.262,2150.0,43.0,50.0,College,Blue
33.0,5,2.0,2021.0,1731,0.857,3253.0,62.0,52.46774193548387,Graduate,Blue
36.0,5,2.0,2255.0,1733,0.769,4772.0,83.0,57.493975903614455,Graduate,Blue
36.0,3,2.0,5746.0,1572,0.274,3446.0,56.0,61.535714285714285,Unknown,Blue
36.0,2,3.0,1438.3,0,0.0,2584.0,42.0,61.523809523809526,Doctorate,Blue
29.0,6,3.0,5735.0,2410,0.42,3908.0,75.0,52.10666666666667,Unknown,Blue
29.0,4,3.0,6698.0,1327,0.198,4065.0,77.0,52.79220779220779,Unknown,Blue
27.0,6,3.0,1438.3,0,0.0,2598.0,59.0,44.03389830508475,Unknown,Blue
36.0,4,3.0,1438.3,1002,0.697,2004.0,25.0,80.16,Graduate,Blue
48.0,4,5.0,13114.0,2247,0.171,2474.0,51.0,48.509803921568626,Unknown,Blue
31.0,3,2.0,34516.0,1067,0.031,4281.0,72.0,59.458333333333336,Unknown,Blue
44.0,5,1.0,19272.0,1519,0.079,3398.0,67.0,50.71641791044776,High School,Blue
36.0,4,3.0,5137.0,0,0.0,2043.0,52.0,39.28846153846154,Unknown,Blue
36.0,5,1.0,7238.0,2111,0.292,2025.0,36.0,56.25,Graduate,Blue
38.0,6,1.0,5366.0,968,0.18,4558.0,56.0,81.39285714285714,Uneducated,Blue
39.0,6,2.0,5455.0,1217,0.223,3863.0,67.0,57.656716417910445,Unknown,Blue
37.0,4,3.0,15578.0,0,0.0,4449.0,81.0,54.925925925925924,Graduate,Silver
